CaseID,TransactionID,TransactionDate,AccountID,RecipientAccountID,TransactionAmount,Location,BPS_RegionCode,IsFraud,FraudType,AnalystStatus,RecommendedDecision_Seed,ReviewPriority_Seed,SLAHours_Seed,EscalationTeam_Seed,ThreatIntelFlagInt,FraudScore_Probability_Seed,RuleRiskLevel,Split
CASE-000152,TX000152,2024-11-04 8:08:14,AC00242,REC-0017,332.93,Bandar Lampung,1871,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2291,medium,train
CASE-000153,TX000153,2024-11-04 8:08:34,AC00303,REC-0170,267.9,Surakarta,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1331,low,train
CASE-000154,TX000154,2024-11-04 8:09:41,AC00442,REC-0037,496.03,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0828,low,train
CASE-000155,TX000155,2024-11-04 8:09:58,AC00087,REC-0264,376.26,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0937,low,test
CASE-000156,TX000156,2024-11-04 8:11:01,AC00174,REC-0122,83.02,Palangka Raya,6271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3792,medium,train
CASE-000157,TX000157,2024-11-04 8:12:04,AC00421,REC-0143,93.26,Kupang,5371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1783,low,train
CASE-000158,TX000158,2024-11-04 8:08:40,AC00111,REC-0249,803.37,Banjarmasin,6371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1196,low,train
CASE-000159,TX000159,2024-11-04 8:11:40,AC00275,REC-0110,35.76,Palu,7271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0825,low,validation
CASE-000160,TX000160,2024-11-04 8:06:30,AC00492,REC-0277,28.53,Bekasi,3275,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.4654,high,validation
CASE-000161,TX000161,2024-11-04 8:07:31,AC00380,REC-0068,139.53,Jambi,1571,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1509,low,validation
CASE-000162,TX000162,2024-11-04 8:06:33,AC00227,REC-0293,307.57,Jakarta Timur,3172,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.3169,medium,train
CASE-000163,TX000163,2024-11-04 8:09:22,AC00257,REC-0296,60.65,Jakarta Barat,3173,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2282,low,train
CASE-000164,TX000164,2024-11-04 8:07:39,AC00062,REC-0243,74.86,Manado,7171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1545,low,train
CASE-000165,TX000165,2024-11-04 8:09:21,AC00383,REC-0125,211.36,Samarinda,6472,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.276,medium,validation
CASE-000166,TX000166,2024-11-04 8:12:15,AC00182,REC-0243,231.91,Banjarmasin,6371,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4324,high,test
CASE-000167,TX000167,2024-11-04 8:08:42,AC00478,REC-0209,126.21,Makassar,7371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1183,low,test
CASE-000168,TX000168,2024-11-04 8:09:09,AC00332,REC-0098,506.28,Jakarta Pusat,3171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.5046,high,test
CASE-000169,TX000169,2024-11-04 8:08:45,AC00202,REC-0049,304.35,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1711,low,validation
CASE-000170,TX000170,2024-11-04 8:07:38,AC00331,REC-0050,281.85,Jakarta Timur,3172,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.094,low,validation
CASE-000171,TX000171,2024-11-04 8:09:15,AC00474,REC-0221,777.88,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2386,medium,train
CASE-000172,TX000172,2024-11-04 8:07:34,AC00268,REC-0182,119.18,Denpasar,5171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1862,low,train
CASE-000173,TX000173,2024-11-04 8:06:30,AC00247,REC-0217,177.19,Jakarta Pusat,3171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1636,low,test
CASE-000174,TX000174,2024-11-04 8:06:52,AC00298,REC-0211,260.88,Palembang,1671,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1444,low,train
CASE-000175,TX000175,2024-11-04 8:07:37,AC00106,REC-RING012,169.47,Jakarta Pusat,3171,1,Account Takeover (ATO),Investigating,hold_for_review,P2,8,ATO Response,1,0.5031,medium,train
CASE-000176,TX000176,2024-11-04 8:11:12,AC00035,REC-0028,73.23,Semarang,3374,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3793,medium,train
CASE-000177,TX000177,2024-11-04 8:11:05,AC00363,REC-RING011,1362.55,Sorong,9271,1,Account Takeover (ATO),Closed-Confirmed Fraud,block_and_freeze,P2,8,ATO Response,1,0.6945,high,train
CASE-000178,TX000178,2024-11-04 8:10:39,AC00273,REC-0051,792.57,Makassar,7371,0,None,Cleared,approve,P3,24,Transaction Monitoring,0,0.379,medium,train
CASE-000179,TX000179,2024-11-04 8:07:50,AC00156,REC-0032,237.06,Jakarta Selatan,3174,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.092,low,train
CASE-000180,TX000180,2024-11-04 8:06:29,AC00010,REC-0207,34.17,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1021,low,train
CASE-000181,TX000181,2024-11-04 8:08:27,AC00036,REC-0174,740.25,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2077,low,train
CASE-000182,TX000182,2024-11-04 8:12:06,AC00149,REC-0056,453.54,Bandar Lampung,1871,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2605,medium,train
CASE-000183,TX000183,2024-11-04 8:08:00,AC00225,REC-0128,300.47,Solo,3372,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0847,low,train
CASE-000184,TX000184,2024-11-04 8:10:53,AC00077,REC-0099,110.93,Bandung,3273,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2827,medium,train
CASE-000185,TX000185,2024-11-04 8:10:16,AC00440,REC-0098,201.69,Balikpapan,6471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2657,medium,train
CASE-000186,TX000186,2024-11-04 8:08:21,AC00321,REC-0275,399.21,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2134,low,train
CASE-000187,TX000187,2024-11-04 8:06:44,AC00099,REC-0230,1041.88,Solo,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2196,low,train
CASE-000188,TX000188,2024-11-04 8:12:15,AC00258,REC-0072,630.36,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1444,low,train
CASE-000189,TX000189,2024-11-04 8:11:53,AC00132,REC-0217,10.94,Ambon,8171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2208,medium,train
CASE-000190,TX000190,2024-11-04 8:10:23,AC00113,REC-0094,215.9,Denpasar,5171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0563,low,test
CASE-000191,TX000191,2024-11-04 8:06:50,AC00396,REC-0143,1422.55,Bekasi,3275,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3381,medium,validation
CASE-000192,TX000192,2024-11-04 8:09:56,AC00099,REC-0237,226.37,Jambi,1571,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2505,medium,train
CASE-000193,TX000193,2024-11-04 8:11:50,AC00265,REC-0128,444.89,Balikpapan,6471,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.3254,medium,train
CASE-000194,TX000194,2024-11-04 8:10:24,AC00047,REC-0039,280.57,Bandung,3273,0,None,Auto-Approved,approve,P2,8,Transaction Monitoring,0,0.5715,high,train
CASE-000195,TX000195,2024-11-04 8:07:26,AC00005,REC-0227,488.54,Solo,3372,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3873,medium,train
CASE-000196,TX000196,2024-11-04 8:10:11,AC00363,REC-0282,3.3,Denpasar,5171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2326,medium,validation
CASE-000197,TX000197,2024-11-04 8:09:06,AC00426,REC-0051,199.39,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1111,low,train
CASE-000198,TX000198,2024-11-04 8:11:15,AC00107,REC-0026,20.36,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1651,low,test
CASE-000199,TX000199,2024-11-04 8:07:55,AC00237,REC-0277,113.64,Jakarta Timur,3172,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1749,low,train
CASE-000200,TX000200,2024-11-04 8:08:01,AC00358,REC-0008,493.11,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1709,low,train
CASE-000201,TX000201,2024-11-04 8:09:48,AC00113,REC-0048,307.41,Denpasar,5171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4634,high,train
CASE-000202,TX000202,2024-11-04 8:10:20,AC00010,REC-0122,11.18,Banda Aceh,1171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4502,medium,validation
CASE-000203,TX000203,2024-11-04 8:08:42,AC00499,REC-0086,313.82,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0973,low,train
CASE-000204,TX000204,2024-11-04 8:08:23,AC00380,REC-0209,51.0,Palangka Raya,6271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1111,low,validation
CASE-000205,TX000205,2024-11-04 8:12:13,AC_UNK_000,REC-0249,140.98,Banjarmasin,6371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0437,low,train
CASE-000206,TX000206,2024-11-04 8:10:00,AC00020,REC-0247,288.04,Palembang,1671,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0938,low,train
CASE-000207,TX000207,2024-11-04 8:06:49,AC00181,REC-0110,800.55,Bengkulu,1771,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3139,medium,validation
CASE-000208,TX000208,2024-11-04 8:11:46,AC00370,REC-0206,485.54,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2245,medium,train
CASE-000209,TX000209,2024-11-04 8:07:31,AC00453,REC-0031,521.15,Samarinda,6472,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.153,low,train
CASE-000210,TX000210,2024-11-04 8:10:01,AC00339,REC-0085,321.79,Mataram,5271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0866,low,train
CASE-000211,TX000211,2024-11-04 8:08:15,AC00249,REC-0195,304.93,Semarang,3374,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2779,medium,train
CASE-000212,TX000212,2024-11-04 8:11:46,AC00479,REC-0002,432.08,Sorong,9271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1418,low,validation
CASE-000213,TX000213,2024-11-04 8:07:23,AC00301,REC-0200,694.2,Batam,2171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0958,low,validation
CASE-000214,TX000214,2024-11-04 8:12:15,AC00380,REC-0136,116.86,Jambi,1571,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2429,medium,validation
CASE-000215,TX000215,2024-11-04 8:10:50,AC00130,REC-0233,211.36,Jakarta Timur,3172,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2468,medium,validation
CASE-000216,TX000216,2024-11-04 8:07:46,AC00006,REC-0147,74.88,Banda Aceh,1171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2001,low,train
CASE-000217,TX000217,2024-11-04 8:09:48,AC00096,REC-0217,211.36,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1885,low,train
CASE-000218,TX000218,2024-11-04 8:11:07,AC00108,REC-0285,134.7,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1284,low,validation
CASE-000219,TX000219,2024-11-04 8:07:32,AC00070,REC-0250,890.24,Balikpapan,6471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0911,low,validation
CASE-000220,TX000220,2024-11-04 8:10:07,AC00417,REC-0080,361.27,Surabaya,3578,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0776,low,train
CASE-000221,TX000221,2024-11-04 8:07:12,AC00391,REC-0098,131.56,Palu,7271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2494,medium,train
CASE-000222,TX000222,2024-11-04 8:08:02,AC00414,REC-0152,485.51,Batam,2171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1811,low,train
CASE-000223,TX000223,2024-11-04 8:10:31,AC00004,REC-0112,547.87,Kendari,7471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1794,low,train
CASE-000224,TX000224,2024-11-04 8:07:53,AC00047,REC-0297,457.3,Bandung,3273,1,Account Takeover (ATO),Closed-Confirmed Fraud,block_and_freeze,P2,8,ATO Response,1,0.7879,critical,train
CASE-000225,TX000225,2024-11-04 8:11:40,AC00198,REC-RING001,506.24,Jakarta Pusat,3171,1,Account Takeover (ATO),Investigating,hold_for_review,P1,2,ATO Response,1,0.8173,critical,test
CASE-000226,TX000226,2024-11-04 8:10:02,AC00314,REC-0161,486.59,Depok,3276,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2607,medium,train
CASE-000227,TX000227,2024-11-04 8:11:01,AC00212,REC-0030,163.68,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1579,low,train
CASE-000228,TX000228,2024-11-04 8:09:39,AC00115,REC-0026,581.65,Malang,3573,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4219,medium,train
CASE-000229,TX000229,2024-11-04 8:11:27,AC00055,REC-0300,52.01,Semarang,3374,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3937,medium,train
CASE-000230,TX000230,2024-11-04 8:11:52,AC00427,REC-0245,630.24,Malang,3573,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4478,high,train
CASE-000231,TX000231,2024-11-04 8:06:52,AC00401,REC-0258,523.74,Bengkulu,1771,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.3784,medium,validation
CASE-000232,TX000232,2024-11-04 8:09:04,AC00430,REC-0272,705.6,Jakarta Selatan,3174,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4002,medium,train
CASE-000233,TX000233,2024-11-04 8:06:58,AC00299,REC-0081,217.5,Palembang,1671,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.5029,high,train
CASE-000234,TX000234,2024-11-04 8:09:17,AC00345,REC-0030,91.48,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2051,low,train
CASE-000235,TX000235,2024-11-04 8:12:22,AC00430,REC-0261,5.25,Pekanbaru,1471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0768,low,train
CASE-000236,TX000236,2024-11-04 8:07:36,AC00175,REC-0042,54.03,Batam,2171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1586,low,train
CASE-000237,TX000237,2024-11-04 8:10:54,AC00177,REC-0096,736.73,Banjarmasin,6371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2413,medium,test
CASE-000238,TX000238,2024-11-04 8:10:28,AC00225,REC-0036,368.91,Bandung,3273,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3709,medium,validation
CASE-000239,TX000239,2024-11-04 8:06:43,AC00394,REC-0035,33.06,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0684,low,train
CASE-000240,TX000240,2024-11-04 8:08:06,AC00026,REC-0121,66.5,Jambi,1571,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2418,medium,train
CASE-000241,TX000241,2024-11-04 8:12:21,AC00076,REC-0207,177.08,Balikpapan,6471,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3131,medium,train
CASE-000242,TX000242,2024-11-04 8:10:37,AC00215,REC-0062,588.54,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2526,medium,train
CASE-000243,TX000243,2024-11-04 8:11:52,AC00202,REC-0292,173.5,Manado,7171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1311,low,train
CASE-000244,TX000244,2024-11-04 8:08:18,AC00400,REC-0127,78.33,Banjarmasin,6371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2183,medium,train
CASE-000245,TX000245,2024-11-04 8:11:28,AC00004,REC-0297,40.66,Jambi,1571,0,None,Cleared,approve,P3,24,Transaction Monitoring,0,0.3082,medium,train
CASE-000246,TX000246,2024-11-04 8:11:17,AC00260,REC-0021,97.22,Banda Aceh,1171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0628,low,train
CASE-000247,TX000247,2024-11-04 8:07:21,AC00415,REC-0042,34.07,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1476,low,train
CASE-000248,TX000248,2024-11-04 8:09:56,AC00337,REC-0215,492.06,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1409,low,train
CASE-000249,TX000249,2024-11-04 8:08:33,AC00253,REC-0299,842.01,Bandung,3273,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.5276,high,train
CASE-000250,TX000250,2024-11-04 8:11:21,AC00126,REC-0290,73.55,Banda Aceh,1171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0657,low,validation
CASE-000251,TX000251,2024-11-04 8:09:35,AC00304,REC-0268,760.53,Jakarta Selatan,3174,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0058,low,train
CASE-000252,TX000252,2024-11-04 8:07:57,AC00470,REC-0162,273.08,Jakarta Utara,3175,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1035,low,train
CASE-000253,TX000253,2024-11-04 8:09:59,AC00041,REC-0134,371.69,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1382,low,train
CASE-000254,TX000254,2024-11-04 8:10:35,AC00442,REC-0105,218.96,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2703,medium,train
CASE-000255,TX000255,2024-11-04 8:11:36,AC00430,REC-0161,227.39,Banda Aceh,1171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1689,low,train
CASE-000256,TX000256,2024-11-04 8:11:36,AC00258,REC-0123,237.99,Samarinda,6472,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1944,low,train
CASE-000257,TX000257,2024-11-04 8:06:24,AC00073,REC-0136,186.6,Medan,1275,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4659,high,test
CASE-000258,TX000258,2024-11-04 8:10:09,AC00430,REC-0203,341.15,Pekanbaru,1471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2456,medium,train
CASE-000259,TX000259,2024-11-04 8:08:15,AC00363,REC-0068,434.58,Banjarmasin,6371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1717,low,train
CASE-000260,TX000260,2024-11-04 8:07:23,AC00307,REC-0154,312.88,Semarang,3374,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.5006,high,train
CASE-000261,TX000261,2024-11-04 8:11:00,AC00085,REC-0235,75.15,Malang,3573,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.169,low,test
CASE-000262,TX000262,2024-11-04 8:08:06,AC00448,REC-0162,23.3,Denpasar,5171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0883,low,train
CASE-000263,TX000263,2024-11-04 8:07:05,AC00194,REC-0038,47.38,Palangka Raya,6271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2608,medium,train
CASE-000264,TX000264,2024-11-04 8:11:58,AC00319,REC-0005,512.81,Jayapura,9471,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4811,high,train
CASE-000265,TX000265,2024-11-04 8:11:13,AC00366,REC-0235,488.15,Jambi,1571,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1068,low,validation
CASE-000266,TX000266,2024-11-04 8:08:25,AC00338,REC-0289,12.82,Yogyakarta,3471,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4403,medium,train
CASE-000267,TX000267,2024-11-04 8:10:39,AC00178,REC-0052,66.9,Palu,7271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4189,medium,train
CASE-000268,TX000268,2024-11-04 8:10:49,AC00424,REC-0038,535.91,Balikpapan,6471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2638,medium,train
CASE-000269,TX000269,2024-11-04 8:11:05,AC00147,REC-0276,270.72,Bekasi,3275,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3363,medium,train
CASE-000270,TX000270,2024-11-04 8:08:43,AC00171,REC-0110,97.98,Palembang,1671,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.175,low,train
CASE-000271,TX000271,2024-11-04 8:06:31,AC00023,REC-0260,196.08,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.157,low,test
CASE-000272,TX000272,2024-11-04 8:07:55,AC00263,REC-0136,251.18,Pekanbaru,1471,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.4229,medium,validation
CASE-000273,TX000273,2024-11-04 8:10:28,AC00423,REC-0068,44.52,Sorong,9271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2526,medium,train
CASE-000274,TX000274,2024-11-04 8:10:16,AC00455,REC-0179,178.87,Makassar,7371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2273,low,test
CASE-000275,TX000275,2024-11-04 8:11:44,AC00454,REC-0126,1176.28,Samarinda,6472,1,Account Takeover (ATO),Closed-Confirmed Fraud,block_and_freeze,P1,2,ATO Response,0,0.9743,critical,train
CASE-000276,TX000276,2024-11-04 8:06:28,AC00055,REC-0190,386.68,Kupang,5371,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.5046,high,train
CASE-000277,TX000277,2024-11-04 8:06:26,AC00403,REC-0146,167.14,Palembang,1671,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1559,low,train
CASE-000278,TX000278,2024-11-04 8:07:36,AC00220,REC-0081,345.22,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2272,medium,train
CASE-000279,TX000279,2024-11-04 8:11:49,AC00009,REC-0225,74.85,Mataram,5271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1248,low,train
CASE-000280,TX000280,2024-11-04 8:12:04,AC00445,REC-0279,671.73,Bekasi,3275,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1016,low,validation
CASE-000281,TX000281,2024-11-04 8:11:38,AC00133,REC-0155,255.04,Palangka Raya,6271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.187,low,test
CASE-000282,TX000282,2024-11-04 8:08:01,AC00362,REC-0271,45.77,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1314,low,validation
CASE-000283,TX000283,2024-11-04 8:09:49,AC00026,REC-0005,329.69,Surakarta,3372,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1182,low,validation
CASE-000284,TX000284,2024-11-04 8:08:47,AC00387,REC-0284,362.04,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1864,low,train
CASE-000285,TX000285,2024-11-04 8:11:22,AC00451,REC-0154,11.92,Tangerang Selatan,3674,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1472,low,train
CASE-000286,TX000286,2024-11-04 8:08:56,AC00033,REC-0054,47.42,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0832,low,test
