TransactionID,FraudScore_Probability_Seed,PredictedRiskLevel_Seed,IsFraud,TopFeature1,TopFeature1Value,TopFeature1Contribution_Seed,TopReason1_ID,TopFeature2,TopFeature2Value,TopFeature2Contribution_Seed,TopReason2_ID,TopFeature3,TopFeature3Value,TopFeature3Contribution_Seed,TopReason3_ID
TX000130,0.2718,medium,0,TransactionAmountZScore,2.5443,0.12,Nominal transaksi outlier,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000131,0.0853,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000132,0.0606,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000133,0.1109,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000134,0.2494,medium,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000135,0.0582,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000136,0.2296,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000137,0.1028,low,0,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000138,0.196,low,0,TransactionDuration,18.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000139,0.2249,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000140,0.4878,medium,0,AmountToBalanceRatio,0.8886,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX000141,0.1054,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000142,0.3503,medium,0,TransactionDuration,21.0,0.16,Durasi transaksi sangat cepat,TransactionAmountZScore,2.5899,0.12,Nominal transaksi outlier,RecipientUniqueSendersTotal,11.0,0.12,Rekening penerima terhubung banyak pengirim
TX000143,0.0417,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000144,0.2617,medium,0,TransactionDuration,17.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,16,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000145,0.0747,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000146,0.0846,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000147,0.0797,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000148,0.4115,medium,0,LoginAttempts,5.0,0.24,Banyak percobaan login,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000149,0.2016,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000150,0.0989,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000151,0.411,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7.0,0.08,Device dipakai oleh banyak akun
TX000152,0.2291,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,9,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000153,0.1331,low,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000154,0.0828,low,0,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000155,0.0937,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000156,0.3792,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000157,0.1783,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000158,0.1196,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000159,0.0825,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000160,0.4654,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6.0,0.08,Device dipakai oleh banyak akun
TX000161,0.1509,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000162,0.3169,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000163,0.2282,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000164,0.1545,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000165,0.276,medium,0,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000166,0.4324,high,0,AmountToBalanceRatio,2.0567,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000167,0.1183,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000168,0.5046,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX000169,0.1711,low,0,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000170,0.094,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000171,0.2386,medium,0,TransactionDuration,17.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000172,0.1862,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000173,0.1636,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000174,0.1444,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000175,0.5031,medium,1,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,TransactionDuration,19.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,8.0,0.12,Rekening penerima terhubung banyak pengirim
TX000176,0.3793,medium,0,TransactionDuration,14.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX000177,0.6945,high,1,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,TransactionAmountZScore,3.665,0.12,Nominal transaksi outlier,RecipientUniqueSendersTotal,9.0,0.12,Rekening penerima terhubung banyak pengirim
TX000178,0.379,medium,0,AmountToBalanceRatio,1.0288,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000179,0.092,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000180,0.1021,low,0,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000181,0.2077,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000182,0.2605,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000183,0.0847,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000184,0.2827,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,8,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000185,0.2657,medium,0,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000186,0.2134,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000187,0.2196,low,0,TransactionAmountZScore,2.5623,0.12,Nominal transaksi outlier,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000188,0.1444,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000189,0.2208,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000190,0.0563,low,0,RuleRiskScore,0.0,-0.1,Pola transaksi relatif normal,ThreatIntel_Flag,False,-0.08,Tidak ada threat intelligence,LoginAttempts,1.0,-0.06,Percobaan login rendah
TX000191,0.3381,medium,0,TransactionAmountZScore,3.8713,0.12,Nominal transaksi outlier,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000192,0.2505,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000193,0.3254,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000194,0.5715,high,0,AmountToBalanceRatio,0.9568,0.22,Nominal mendekati saldo akun,TransactionDuration,24.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,11.0,0.12,Rekening penerima terhubung banyak pengirim
TX000195,0.3873,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000196,0.2326,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000197,0.1111,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000198,0.1651,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000199,0.1749,low,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000200,0.1709,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000201,0.4634,high,0,TransactionDuration,14.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX000202,0.4502,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,8.0,0.08,Device dipakai oleh banyak akun
TX000203,0.0973,low,0,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000204,0.1111,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000205,0.0437,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000206,0.0938,low,0,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000207,0.3139,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000208,0.2245,medium,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000209,0.153,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000210,0.0866,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000211,0.2779,medium,0,RecipientUniqueSendersTotal,19,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000212,0.1418,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000213,0.0958,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000214,0.2429,medium,0,RecipientUniqueSendersTotal,17,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,8,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000215,0.2468,medium,0,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000216,0.2001,low,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000217,0.1885,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000218,0.1284,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000219,0.0911,low,0,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000220,0.0776,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000221,0.2494,medium,0,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,9,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000222,0.1811,low,0,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000223,0.1794,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000224,0.7879,critical,1,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,TransactionDuration,15.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,10.0,0.12,Rekening penerima terhubung banyak pengirim
TX000225,0.8173,critical,1,AmountToBalanceRatio,2.2002,0.22,Nominal mendekati saldo akun,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,5.0,0.12,Rekening penerima terhubung banyak pengirim
TX000226,0.2607,medium,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000227,0.1579,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000228,0.4219,medium,0,AmountToBalanceRatio,1.2113,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000229,0.3937,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,27.0,0.08,Device dipakai oleh banyak akun
TX000230,0.4478,high,0,AmountToBalanceRatio,1.6996,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,9.0,0.08,Device dipakai oleh banyak akun
TX000231,0.3784,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6.0,0.08,Device dipakai oleh banyak akun
TX000232,0.4002,medium,0,LoginAttempts,3.0,0.144,Banyak percobaan login,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX000233,0.5029,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,27.0,0.08,Device dipakai oleh banyak akun
TX000234,0.2051,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000235,0.0768,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000236,0.1586,low,0,RecipientUniqueSendersTotal,15,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
